path,tier,scene,scene_group,light,setting,framing,license,attribution,source,url,md5
,scene,grassland,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Edward Webb https://www.flickr.com/photos/crazyeddie/1428458065,openimages:validation:b6099138bd0e5f4d,https://open-images-dataset.s3.amazonaws.com/validation/b6099138bd0e5f4d.jpg,7e5d6c5111eadd062152aeae0a1c67b7
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Emma James https://www.flickr.com/photos/schmemma/5406168937,openimages:validation:7b89375526804129,https://open-images-dataset.s3.amazonaws.com/validation/7b89375526804129.jpg,3a9c8e1aa90189b4330ecabfd7065165
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,frontriver https://www.flickr.com/photos/greensurvey/503848665,openimages:validation:5e2cf9d2893ef578,https://open-images-dataset.s3.amazonaws.com/validation/5e2cf9d2893ef578.jpg,54e56d56bd42f2cebdd6f9bb813bdbbb
,scene,desert,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Matthew Rutledge https://www.flickr.com/photos/rutlo/3107282761,openimages:validation:428f554f9f41aa4a,https://open-images-dataset.s3.amazonaws.com/validation/428f554f9f41aa4a.jpg,1464ddb051a01c4c97190576d5e34ed3
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Cesar I. Martins https://www.flickr.com/photos/cesar_camilla/17153701937,openimages:validation:60621d4ff917533d,https://open-images-dataset.s3.amazonaws.com/validation/60621d4ff917533d.jpg,c8e7e2104393aadb318c79933d713620
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Aysegul Tastaban https://www.flickr.com/photos/maviagt/525204961,openimages:validation:b2ca6cf8a4fc570b,https://open-images-dataset.s3.amazonaws.com/validation/b2ca6cf8a4fc570b.jpg,f510048ef9d27f4b55b398cca1438187
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,John Barker https://www.flickr.com/photos/eabod/198261789,openimages:validation:9a0c1b7eb4a63008,https://open-images-dataset.s3.amazonaws.com/validation/9a0c1b7eb4a63008.jpg,16fe4266b3de48644ea089adb38ac569
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,nwhitford https://www.flickr.com/photos/22526939@N03/5660944477,openimages:validation:e72e0e53ad9d3f89,https://open-images-dataset.s3.amazonaws.com/validation/e72e0e53ad9d3f89.jpg,a8b497570cc4f9221895a84ce923d474
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Cristian Bortes https://www.flickr.com/photos/bortescristian/6336579473,openimages:validation:9fd4f1d4decdf022,https://open-images-dataset.s3.amazonaws.com/validation/9fd4f1d4decdf022.jpg,207d059e9146fd55e78d3a31915a561e
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Jeremy Bronson https://www.flickr.com/photos/jbrons/4881422818,openimages:validation:2dc06c514f9bbb6f,https://open-images-dataset.s3.amazonaws.com/validation/2dc06c514f9bbb6f.jpg,9ad8ad546574634659f004d5b6b5ef19
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Doug Lawrence https://www.flickr.com/photos/dougrglawrence/9425537905,openimages:validation:1e17699ff2c41a3d,https://open-images-dataset.s3.amazonaws.com/validation/1e17699ff2c41a3d.jpg,d19fb57e45670ea4f36b37e77561d05d
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Kiavash https://www.flickr.com/photos/shot/241236706/,openimages:validation:165b07ae1da11743,https://open-images-dataset.s3.amazonaws.com/validation/165b07ae1da11743.jpg,f83cc71ff18a4c1499db0065c067de60
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Kevin Gessner https://www.flickr.com/photos/kevingessner/13593071304,openimages:validation:3cef0f596e539c4b,https://open-images-dataset.s3.amazonaws.com/validation/3cef0f596e539c4b.jpg,0d32a5524f178b97de96b6aafd88fd60
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Strange Ones https://www.flickr.com/photos/strangeones/7536495972,openimages:validation:aeca8d7e13cd6eba,https://open-images-dataset.s3.amazonaws.com/validation/aeca8d7e13cd6eba.jpg,e282e4e6056fc987dbcdc676ec057dec
,scene,desert,landscape,blue_hour,,wide,https://creativecommons.org/licenses/by/2.0/,snotch https://www.flickr.com/photos/snotch/2727057712,openimages:validation:cd987091cf934cf9,https://open-images-dataset.s3.amazonaws.com/validation/cd987091cf934cf9.jpg,b4abf4d2c31511d40655d4a56141f330
,scene,desert,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Nan Palmero https://www.flickr.com/photos/nanpalmero/14351401996,openimages:validation:1f477a0715f3be87,https://open-images-dataset.s3.amazonaws.com/validation/1f477a0715f3be87.jpg,3bcc1dcb16aa57ce8ea7a0c34a47e930
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,jeffschuler https://www.flickr.com/photos/jeffschuler/446644766,openimages:validation:345c0ac03a806892,https://open-images-dataset.s3.amazonaws.com/validation/345c0ac03a806892.jpg,1e83b398c24ff27ed6f94eb30bc2ba4e
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Ian @ ThePaperboy.com https://www.flickr.com/photos/thepaperboy/542187946,openimages:validation:0b7b749f282806bd,https://open-images-dataset.s3.amazonaws.com/validation/0b7b749f282806bd.jpg,bfddf15c189f3dc2eef51113bdaa86dd
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,David~ https://www.flickr.com/photos/58026969@N05/5355972958,openimages:validation:74daaaa6aaba0fa9,https://open-images-dataset.s3.amazonaws.com/validation/74daaaa6aaba0fa9.jpg,c8afb025bdd7ef83fd5c640d5d72d122
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Steven Straiton https://www.flickr.com/photos/st33vo/17279726545,openimages:validation:4f03517c4d3766db,https://open-images-dataset.s3.amazonaws.com/validation/4f03517c4d3766db.jpg,6d5988562a1d32935e721383ad8b2868
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Christopher Michel https://www.flickr.com/photos/cmichel67/79644532,openimages:validation:d90ffe72db175013,https://open-images-dataset.s3.amazonaws.com/validation/d90ffe72db175013.jpg,a4f8203784c324212f202fea5c434b84
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Du Truong https://www.flickr.com/photos/130448072@N02/16755753927,openimages:validation:22b5ca6921064f90,https://open-images-dataset.s3.amazonaws.com/validation/22b5ca6921064f90.jpg,a58aad8700363430a11396617bbd79bb
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,wehiga80 https://www.flickr.com/photos/7972242@N08/466775465,openimages:validation:931d85edd6210d2b,https://open-images-dataset.s3.amazonaws.com/validation/931d85edd6210d2b.jpg,99e5714e4362a90847ebb7eec60e976a
,scene,desert,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Alexander Baxevanis https://www.flickr.com/photos/futureshape/6818326771,openimages:validation:e15783f259dba32c,https://open-images-dataset.s3.amazonaws.com/validation/e15783f259dba32c.jpg,2495fc24930c78d3813b8997d27ea1c0
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,[Alexandre] https://www.flickr.com/photos/alexandredebie/15280382385,openimages:validation:6e5f2a7471dfa47f,https://open-images-dataset.s3.amazonaws.com/validation/6e5f2a7471dfa47f.jpg,43763d1a2f6082ecc50194c5c2c5c846
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Land Rover MENA https://www.flickr.com/photos/landrovermena/5957816516,openimages:validation:5261939b50016233,https://open-images-dataset.s3.amazonaws.com/validation/5261939b50016233.jpg,cbde7935e4aaf29181875414e5649960
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Albert Ter Harmsel https://www.flickr.com/photos/duusker/15643010975,openimages:validation:5ff5dfd515874701,https://open-images-dataset.s3.amazonaws.com/validation/5ff5dfd515874701.jpg,1e48c23710f47b53a72ea357681b33ee
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Justin Vidamo https://www.flickr.com/photos/21160499@N04/11448248883,openimages:validation:d8d313a6dda7d404,https://open-images-dataset.s3.amazonaws.com/validation/d8d313a6dda7d404.jpg,d6b75aab49f8401e4176ef5aeddfaeac
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,bigaila https://www.flickr.com/photos/astanglin/3072317592,openimages:validation:927310659dcfe6ad,https://open-images-dataset.s3.amazonaws.com/validation/927310659dcfe6ad.jpg,43cf347800c7c4d297d8d859ac9103c9
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Kyle Taylor https://www.flickr.com/photos/kyletaylor/4268584894,openimages:validation:4c32c597ae16cd94,https://open-images-dataset.s3.amazonaws.com/validation/4c32c597ae16cd94.jpg,6232b6a1310dffa07283f51e1679ed74
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Gleb Tarassenko https://www.flickr.com/photos/4gott/2336125765,openimages:validation:94dbf448a12aad87,https://open-images-dataset.s3.amazonaws.com/validation/94dbf448a12aad87.jpg,37a6611d5bd2f0b2d78d31cf1d2ac619
,scene,desert,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,Magharebia https://www.flickr.com/photos/magharebia/5915567732,openimages:validation:92fafd8f53be824b,https://open-images-dataset.s3.amazonaws.com/validation/92fafd8f53be824b.jpg,430c5ca3ba92a3d1b741cf76102bfd30
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,bjaglin https://www.flickr.com/photos/bjaglin/423070107,openimages:validation:315db5ecac884a02,https://open-images-dataset.s3.amazonaws.com/validation/315db5ecac884a02.jpg,3b6fbe17d4d0376255ada7824c0ce017
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Pippa Lang https://www.flickr.com/photos/pippa-lang/5182197718,openimages:validation:a7658ceb965e00d0,https://open-images-dataset.s3.amazonaws.com/validation/a7658ceb965e00d0.jpg,c36ea0645478042c7adcab54ff241e26
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Alex Indigo https://www.flickr.com/photos/alexindigo/3234206958,openimages:validation:ae0487fbd35a0917,https://open-images-dataset.s3.amazonaws.com/validation/ae0487fbd35a0917.jpg,6576a5fc7ca6b510797b7bc3e185bbbd
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Mark Evans https://www.flickr.com/photos/chimothy27/4229535415,openimages:validation:82d2be1ae412a923,https://open-images-dataset.s3.amazonaws.com/validation/82d2be1ae412a923.jpg,d13d5e1f154a9e9fb3ecfa7518727c2c
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,The Greater Southwestern Exploration Company https://www.flickr.com/photos/gsec/14295232638/,openimages:validation:ecd7a8493b6186d3,https://open-images-dataset.s3.amazonaws.com/validation/ecd7a8493b6186d3.jpg,ce0ec5743ae68d3e2aa3e5cb906afb89
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Sarah_Ackerman https://www.flickr.com/photos/sackerman519/4347559130,openimages:validation:1519e58e67084d02,https://open-images-dataset.s3.amazonaws.com/validation/1519e58e67084d02.jpg,aa04cc93c366c2dc823568fda062efb3
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Andrew Beeston https://www.flickr.com/photos/ants88/3145869991,openimages:validation:dc554d2b15760972,https://open-images-dataset.s3.amazonaws.com/validation/dc554d2b15760972.jpg,e91caf954a27904b99605d90f0506fcd
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Jonas Birmé https://www.flickr.com/photos/birme/11803252844,openimages:validation:1f7fee5ccd7ef523,https://open-images-dataset.s3.amazonaws.com/validation/1f7fee5ccd7ef523.jpg,d344e01223632405934dba4d712fc756
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Emma https://www.flickr.com/photos/emmabishop/14958693546,openimages:validation:09e82d54206ab034,https://open-images-dataset.s3.amazonaws.com/validation/09e82d54206ab034.jpg,3cfa43e989e408e89dafa61dc9a89830
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,R. Gj https://www.flickr.com/photos/rabebgj/8346656302,openimages:validation:e07d7e8d7f6edc0f,https://open-images-dataset.s3.amazonaws.com/validation/e07d7e8d7f6edc0f.jpg,89cd4f5f96751727b06b42ead8f42875
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,missyleone https://www.flickr.com/photos/misspudding/3126614154,openimages:validation:1185f3c04877dc56,https://open-images-dataset.s3.amazonaws.com/validation/1185f3c04877dc56.jpg,0eab259ac98f2d7781291b2510f6a2f9
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Viaggio Routard https://www.flickr.com/photos/viaggioroutard/15612168868,openimages:validation:c77e635ec467b07f,https://open-images-dataset.s3.amazonaws.com/validation/c77e635ec467b07f.jpg,d84dc5d43a5cedeb3b2690aebab9deab
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,ND Strupler https://www.flickr.com/photos/strupler/3047162103,openimages:validation:8d24ea42ad79b98a,https://open-images-dataset.s3.amazonaws.com/validation/8d24ea42ad79b98a.jpg,dc0fa2589ca01610f42e6c8bd7aaaf92
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,neiljs https://www.flickr.com/photos/neiljs/3616984882,openimages:validation:bd110920b718e0ee,https://open-images-dataset.s3.amazonaws.com/validation/bd110920b718e0ee.jpg,caa98b73619984a9773fe09c0909fcec
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,normanack https://www.flickr.com/photos/29278394@N00/101926780,openimages:validation:d78cb16ae7b01213,https://open-images-dataset.s3.amazonaws.com/validation/d78cb16ae7b01213.jpg,044bcf0a63c6d5a745c3acf0edda3140
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,chrstphre ㋛ campbell https://www.flickr.com/photos/chrstphre/3206027918,openimages:validation:e57fe89cea1b2c24,https://open-images-dataset.s3.amazonaws.com/validation/e57fe89cea1b2c24.jpg,01a6eb45fb74c84b1b9fc037f9c3527d
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Faramarz Hashemi https://www.flickr.com/photos/fhashemi/72545435,openimages:validation:8e530ad68fd86cfe,https://open-images-dataset.s3.amazonaws.com/validation/8e530ad68fd86cfe.jpg,8a58826d2064489a3d954976e6f2202a
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Guttorm Flatabø https://www.flickr.com/photos/dittaeva/4382717864,openimages:validation:d4bcc6f610320728,https://open-images-dataset.s3.amazonaws.com/validation/d4bcc6f610320728.jpg,e3783e5882293c9f8a081a0a5a8446e1
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Bureau  of Land Management https://www.flickr.com/photos/mypubliclands/15460259964,openimages:validation:ce03da26ebd658c5,https://open-images-dataset.s3.amazonaws.com/validation/ce03da26ebd658c5.jpg,69a0408826f6cc427bfa7dc57f857e25
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Robert Young https://www.flickr.com/photos/robertpaulyoung/2654340064,openimages:validation:9e00e251125dcadd,https://open-images-dataset.s3.amazonaws.com/validation/9e00e251125dcadd.jpg,e19e2b27c537f066a8dfc68ac3f995a4
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Michael Arrighi https://www.flickr.com/photos/arrighi/5718403147,openimages:validation:8bbe2c6eb540408c,https://open-images-dataset.s3.amazonaws.com/validation/8bbe2c6eb540408c.jpg,4bff511514d53697d76e4d99c497e7ba
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Niklas F https://www.flickr.com/photos/niklas_f/15441794544,openimages:validation:c938c0501b6cabba,https://open-images-dataset.s3.amazonaws.com/validation/c938c0501b6cabba.jpg,920f424ed8348ffc2e5a16b28ef923d7
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Graham van der Wielen https://www.flickr.com/photos/gray_um/14945508527,openimages:validation:df9585cda9fedd86,https://open-images-dataset.s3.amazonaws.com/validation/df9585cda9fedd86.jpg,3e053e773c79625ed98ab06a862e2704
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Christoph Koch https://www.flickr.com/photos/christoph_koch/5127241330/,openimages:validation:59b9e39f275e1b67,https://open-images-dataset.s3.amazonaws.com/validation/59b9e39f275e1b67.jpg,9041d520698fa584c2c28bf0867c84de
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Audrey https://www.flickr.com/photos/audreyjm529/353048800,openimages:validation:b2006b56070a8337,https://open-images-dataset.s3.amazonaws.com/validation/b2006b56070a8337.jpg,a480e3f027e6c9cd2f94db0dbb76a91d
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,rmburnes https://www.flickr.com/photos/93363727@N00/5316138993,openimages:validation:ebf0f6d3a059a38a,https://open-images-dataset.s3.amazonaws.com/validation/ebf0f6d3a059a38a.jpg,683d0011a9db33361cfd83481bd821ba
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,S J Pinkney https://www.flickr.com/photos/spinkney/5403791065,openimages:validation:e4743eab6c213c3f,https://open-images-dataset.s3.amazonaws.com/validation/e4743eab6c213c3f.jpg,4785a04184c433f46f0af9c21e0f6481
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,allispossible.org.uk https://www.flickr.com/photos/wheatfields/2393798880,openimages:validation:60afb3c618eeef7e,https://open-images-dataset.s3.amazonaws.com/validation/60afb3c618eeef7e.jpg,0c3e34d7a9d1f0d33d5626d5ec7a0b55
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Justin Henry https://www.flickr.com/photos/zappowbang/393354567,openimages:validation:cc834697b3e1edc9,https://open-images-dataset.s3.amazonaws.com/validation/cc834697b3e1edc9.jpg,e691153d773f9fa735586ca944943e96
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Dawn Huczek https://www.flickr.com/photos/31064702@N05/3250508333,openimages:validation:c58a2a97b59c9d54,https://open-images-dataset.s3.amazonaws.com/validation/c58a2a97b59c9d54.jpg,67c7e0e543f00b377ad9a06a598f284e
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Emi Yañez https://www.flickr.com/photos/puntodevista/111852885,openimages:validation:479e3ee18da9f1dd,https://open-images-dataset.s3.amazonaws.com/validation/479e3ee18da9f1dd.jpg,198345a57ac83c071d8a389a403a3710
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,William Ross https://www.flickr.com/photos/thedarkthing/5144654131,openimages:validation:744416110a259246,https://open-images-dataset.s3.amazonaws.com/validation/744416110a259246.jpg,00aedac0c1bc26d25db64ddb6f72233e
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Eljay https://www.flickr.com/photos/eljay/3262845717,openimages:validation:4d2a300f64162138,https://open-images-dataset.s3.amazonaws.com/validation/4d2a300f64162138.jpg,19e84aadf8c327a0cfd8e7ae6dab4110
,scene,snow_ice,landscape,,,close_up,https://creativecommons.org/licenses/by/2.0/,Matt MacGillivray https://www.flickr.com/photos/qmnonic/309921024,openimages:validation:780e46dac74bfc93,https://open-images-dataset.s3.amazonaws.com/validation/780e46dac74bfc93.jpg,fd1b85587e143881f50f74ff5e74f264
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Samuel Neher https://www.flickr.com/photos/samneher/16611103831,openimages:validation:4bec8df46cf13743,https://open-images-dataset.s3.amazonaws.com/validation/4bec8df46cf13743.jpg,52968924cce0810750d30a9179770123
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Ed Kennedy https://www.flickr.com/photos/lostinmiami/4161380126,openimages:validation:5cba78da44556548,https://open-images-dataset.s3.amazonaws.com/validation/5cba78da44556548.jpg,9657b698e7b76ad9718e39b1a338e5e7
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,ict.wa4 https://www.flickr.com/photos/57449308@N08/5720225435,openimages:validation:16e3d95ad62123f3,https://open-images-dataset.s3.amazonaws.com/validation/16e3d95ad62123f3.jpg,5ffdd1c37a838db6ee30b0a30f36d900
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Jim Bowen https://www.flickr.com/photos/jamiedfw/5423425957,openimages:validation:89e22e2641323a71,https://open-images-dataset.s3.amazonaws.com/validation/89e22e2641323a71.jpg,de9c57aeed4b98263dfa54d34f5b892d
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,David Barrena https://www.flickr.com/photos/davidbarrena/2825860068,openimages:validation:b5a2c0b77393e957,https://open-images-dataset.s3.amazonaws.com/validation/b5a2c0b77393e957.jpg,717bbd5b2d0872be3f1b22717b4b596b
,scene,snow_ice,landscape,,,wide,https://creativecommons.org/licenses/by/2.0/,David Flores https://www.flickr.com/photos/magdav/4872898679,openimages:validation:c3f17429ad8aa24a,https://open-images-dataset.s3.amazonaws.com/validation/c3f17429ad8aa24a.jpg,c893c57eddbad8260a6c70b485c08919
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Deb https://www.flickr.com/photos/ferlinka/3137540038,openimages:validation:4b67609563f87cc1,https://open-images-dataset.s3.amazonaws.com/validation/4b67609563f87cc1.jpg,d3716f815b381b2ff132c7a1f31fd0a0
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Rob Lee https://www.flickr.com/photos/roblee/102165753,openimages:validation:e705fb67fc35e7ad,https://open-images-dataset.s3.amazonaws.com/validation/e705fb67fc35e7ad.jpg,14f8a30328388ccb3f220fa6b165fbc1
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Ted and Jen https://www.flickr.com/photos/tedandjen/3632581540,openimages:validation:86c2c070be5068e9,https://open-images-dataset.s3.amazonaws.com/validation/86c2c070be5068e9.jpg,a871b521585bb3f27dd3eabed4944593
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Sol Robayo https://www.flickr.com/photos/solrobayo/1896349316,openimages:validation:67781fe35f0a1c53,https://open-images-dataset.s3.amazonaws.com/validation/67781fe35f0a1c53.jpg,75893f0332cd3cc2b62742506646336f
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,The U.S. Army https://www.flickr.com/photos/soldiersmediacenter/5300158370,openimages:validation:78afb7e4c1b280f3,https://open-images-dataset.s3.amazonaws.com/validation/78afb7e4c1b280f3.jpg,1c0de905fbcb9917e05f24727ccb580f
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Krishna https://www.flickr.com/photos/nexus2006/5467738824,openimages:validation:e1ce601f5ad92715,https://open-images-dataset.s3.amazonaws.com/validation/e1ce601f5ad92715.jpg,4737816863a5904607483e050f6aafc0
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,bfishadow https://www.flickr.com/photos/bfishadow/3110276562,openimages:validation:85f5cf4451545d98,https://open-images-dataset.s3.amazonaws.com/validation/85f5cf4451545d98.jpg,d1e953dc64e4a85346497a7616e54253
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Clark Gregor https://www.flickr.com/photos/clark/81192705,openimages:validation:b5ea4234debc42a8,https://open-images-dataset.s3.amazonaws.com/validation/b5ea4234debc42a8.jpg,96ec7c1d413573189018bcce631a7164
,scene,snow_ice,landscape,,,close_up,https://creativecommons.org/licenses/by/2.0/,Antonio Tajuelo https://www.flickr.com/photos/antoniotajuelo/5339260387,openimages:validation:68170ec3dbc81970,https://open-images-dataset.s3.amazonaws.com/validation/68170ec3dbc81970.jpg,b7159b606f09c517296de1041fef4fd5
,scene,snow_ice,landscape,,,,https://creativecommons.org/licenses/by/2.0/,ashraful kadir https://www.flickr.com/photos/ashraful/5623804463,openimages:validation:af939228945d5cd2,https://open-images-dataset.s3.amazonaws.com/validation/af939228945d5cd2.jpg,25bfea2919db19ebfab9d5b3418d96ef
,scene,sky,landscape,golden_hour,,,https://creativecommons.org/licenses/by/2.0/,SleepyCat HQ https://www.flickr.com/photos/sleepycatphotography/9501557478,openimages:validation:498ec80cae052350,https://open-images-dataset.s3.amazonaws.com/validation/498ec80cae052350.jpg,5c7133d567357ef75d8bebec2efa4566
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Pieces of  the Past https://www.flickr.com/photos/100392997@N08/13805553413,openimages:validation:e88a419799e0b7cd,https://open-images-dataset.s3.amazonaws.com/validation/e88a419799e0b7cd.jpg,342b2fb5b6ec65a17b8a94c3420fccbe
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Carlo Alfredo Clerici https://www.flickr.com/photos/psicologiaclinica/4881912376,openimages:validation:a9181b4d9cabe334,https://open-images-dataset.s3.amazonaws.com/validation/a9181b4d9cabe334.jpg,fd286f1cb530305e9b88321b03c14a24
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,NOAA&#x27;s National Ocean Service https://www.flickr.com/photos/usoceangov/5015191302,openimages:validation:1b0d8d7d64041bdc,https://open-images-dataset.s3.amazonaws.com/validation/1b0d8d7d64041bdc.jpg,71f7a13a80e0b7d274939ddeb29b72c5
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Lance Cheung https://www.flickr.com/photos/lancecheungmedia/3431812849,openimages:validation:daa856726bea919f,https://open-images-dataset.s3.amazonaws.com/validation/daa856726bea919f.jpg,82308af4fa59afd73f7f36eb2c7d19c7
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Petr &amp; Bara Ruzicka https://www.flickr.com/photos/pruzicka/326094688,openimages:validation:4cceeb7e21c8e0be,https://open-images-dataset.s3.amazonaws.com/validation/4cceeb7e21c8e0be.jpg,505da84214429414fa6e352330c90d21
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Dennis Yang https://www.flickr.com/photos/dennis/5848651,openimages:validation:0c075370f48f10b7,https://open-images-dataset.s3.amazonaws.com/validation/0c075370f48f10b7.jpg,f55a4ff005f084e918d80b06b5a94987
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Kathleen Woerner https://www.flickr.com/photos/119115123@N05/12884338524,openimages:validation:dfd0d0ab7721798a,https://open-images-dataset.s3.amazonaws.com/validation/dfd0d0ab7721798a.jpg,0d2961c3769382e8980e4645f34e3eff
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Jevgenijs Slihto https://www.flickr.com/photos/101181388@N07/19617446959,openimages:validation:560ef5f14c69f83b,https://open-images-dataset.s3.amazonaws.com/validation/560ef5f14c69f83b.jpg,9383ce68c3838f6562b4968e10bd1273
,scene,sky,landscape,,,,https://creativecommons.org/licenses/by/2.0/,Aaron Stidwell https://www.flickr.com/photos/36602595@N03/5623596024/,openimages:validation:74b2eeb5535dbf18,https://open-images-dataset.s3.amazonaws.com/validation/74b2eeb5535dbf18.jpg,16c36d3c505b3bf12961fd2deab0b4f4
,scene,sky,landscape,golden_hour,,,https://creativecommons.org/licenses/by/2.0/,US ARMY SPECIAL FORCES https://www.flickr.com/photos/109241125@N04/16919794068,openimages:validation:22368dea4a60e87d,https://open-images-dataset.s3.amazonaws.com/validation/22368dea4a60e87d.jpg,0a96962677d7ea7f36cf942a3a52c8d2
